IPA vs Monte Carlo Validation
Generated : 2026-06-21 14:42:35
MC N      : 10000
Networks  : 8

========================================================================
Network : munin-dag
========================================================================
IPA done  : 1.803 s  (pre-computed)
Running MC (N=10000)...
MC done   : 8.443 s

Accuracy (all nodes)   — max |Δ| = 0.01308   mean |Δ| = 0.002749
Accuracy (sinks only)  — max |Δ| = 0.01308   mean |Δ| = 0.003405

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  559    0.689752     0.6858       0.003952
  560    0.689752     0.6843       0.005452
  561    0.696916     0.7039       0.006984
  562    0.690457     0.6906       0.000143
  568    0.859874     0.8665       0.006626
  574    0.676782     0.6759       0.000882
  575    0.692228     0.7007       0.008472
  576    0.851868     0.8527       0.000832
  578    0.687259     0.6925       0.005241
  579    0.860121     0.8633       0.003179
  582    0.55668      0.5646       0.00792
  583    0.55668      0.5545       0.00218
  584    0.687508     0.6887       0.001192
  585    0.55668      0.5592       0.00252
  586    0.55668      0.5604       0.00372
  588    0.688813     0.6997       0.010887
  589    0.676782     0.6719       0.004882
  590    0.676782     0.6811       0.004318
  591    0.676782     0.6782       0.001418
  592    0.691473     0.698        0.006527
  593    0.676782     0.6662       0.010582
  594    0.685489     0.6845       0.000989
  595    0.685489     0.6813       0.004189
  596    0.685489     0.6763       0.009189
  597    0.691509     0.6957       0.004191
  598    0.687259     0.6883       0.001041
  600    0.68984      0.6895       0.00034
  605    0.668563     0.6685       6.3e-5
  611    0.86007      0.856        0.00407
  617    0.69466      0.7002       0.00554
  618    0.692932     0.69         0.002932
  619    0.85333      0.8537       0.00037
  621    0.690733     0.694        0.003267
  622    0.860495     0.8571       0.003395
  625    0.559493     0.5594       9.3e-5
  626    0.559493     0.557        0.002493
  627    0.689739     0.6868       0.002939
  628    0.559493     0.5567       0.002793
  629    0.559493     0.5616       0.002107
  631    0.68984      0.686        0.00384
  632    0.69466      0.7003       0.00564
  633    0.69466      0.6942       0.00046
  634    0.69466      0.6979       0.00324
  635    0.692095     0.6922       0.000105
  636    0.69466      0.6998       0.00514
  637    0.69128      0.6782       0.01308
  638    0.69128      0.6794       0.01188
  639    0.69128      0.6848       0.00648
  640    0.697163     0.6971       6.3e-5
  641    0.690733     0.6831       0.007633
  846    0.847319     0.8502       0.002881
  847    0.665289     0.6669       0.001611
  850    0.675239     0.6743       0.000939
  851    0.672667     0.6762       0.003533
  869    0.697914     0.7026       0.004686
  870    0.688813     0.6996       0.010787
  873    0.687452     0.6884       0.000948
  878    0.685229     0.6801       0.005129
  974    0.691147     0.6923       0.001153
  976    0.692076     0.7021       0.010024
  989    0.852884     0.8496       0.003284
  990    0.853249     0.8536       0.000351
  991    0.691181     0.6928       0.001619
  995    0.689417     0.6907       0.001283
  996    0.560587     0.5522       0.008387
  997    0.690313     0.6955       0.005187
  1021   0.693129     0.6911       0.002029
  1022   0.565388     0.5557       0.009688
  1023   0.689785     0.6904       0.000615
  1027   0.684127     0.6834       0.000727
  1028   0.540932     0.5364       0.004532
  1035   0.691254     0.6945       0.003246

========================================================================
Network : metro_directed_dag_for_ipm
========================================================================
IPA done  : 0.018 s  (pre-computed)
Running MC (N=10000)...
MC done   : 1.387 s

Accuracy (all nodes)   — max |Δ| = 0.009797   mean |Δ| = 0.002541
Accuracy (sinks only)  — max |Δ| = 0.007241   mean |Δ| = 0.002458

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  1      0.025032     0.0227       0.002332
  36     0.047101     0.0475       0.000399
  50     0.05815      0.0574       0.00075
  56     0.07179      0.0763       0.00451
  63     0.047101     0.0419       0.005201
  64     0.06286      0.0612       0.00166
  91     0.030903     0.0311       0.000197
  93     0.256759     0.264        0.007241
  101    0.2853       0.286        0.0007
  105    0.320535     0.3152       0.005335
  112    0.259586     0.2592       0.000386
  114    0.050916     0.0489       0.002016
  121    0.146027     0.1435       0.002527
  126    0.033406     0.0344       0.000994
  128    0.095808     0.0958       8.0e-6
  129    0.008728     0.0085       0.000228
  146    0.038152     0.0363       0.001852
  152    0.031815     0.0313       0.000515
  155    0.016908     0.0175       0.000592
  156    0.05815      0.0529       0.00525
  161    0.030903     0.0298       0.001103
  163    0.385784     0.3841       0.001684
  171    0.444652     0.4506       0.005948
  173    0.313305     0.3103       0.003005
  175    0.077605     0.0789       0.001295
  179    0.219854     0.2185       0.001354
  182    0.413579     0.4117       0.001879
  186    0.46952      0.4678       0.00172
  192    0.482133     0.4786       0.003533
  193    0.315563     0.3164       0.000837
  194    0.031815     0.0339       0.002085
  205    0.456676     0.4502       0.006476
  206    0.338363     0.3373       0.001063
  208    0.277356     0.2744       0.002956
  213    0.308052     0.3095       0.001448
  214    0.20338      0.1992       0.00418
  218    0.109243     0.1059       0.003343
  224    0.025032     0.0252       0.000168
  226    0.106602     0.1034       0.003202
  234    0.52003      0.5233       0.00327
  238    0.729        0.7253       0.0037
  239    0.409549     0.4119       0.002351
  241    0.341192     0.342        0.000808
  247    0.088629     0.0876       0.001029
  249    0.030903     0.0321       0.001197
  258    0.265346     0.2647       0.000646
  260    0.369573     0.3752       0.005627
  261    0.36911      0.3659       0.00321
  268    0.216691     0.218        0.001309
  278    0.025032     0.0243       0.000732
  279    0.109419     0.108        0.001419
  280    0.109419     0.1087       0.000719
  287    0.46952      0.4674       0.00212
  292    0.235834     0.239        0.003166
  294    0.290206     0.2943       0.004094
  295    0.261688     0.2681       0.006412
  297    0.384974     0.3828       0.002174
  301    0.19784      0.1931       0.00474
  303    0.306639     0.3104       0.003761
  304    0.323632     0.319        0.004632
  305    0.428173     0.4253       0.002873

========================================================================
Network : pareto-point-1-high-resilience-fw
========================================================================
IPA done  : 15.117 s  (pre-computed)
Running MC (N=10000)...
MC done   : 0.966 s

Accuracy (all nodes)   — max |Δ| = 0.008877   mean |Δ| = 0.002012
Accuracy (sinks only)  — max |Δ| = 0.008877   mean |Δ| = 0.002409

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  90     0.731387     0.732        0.000613
  91     0.843407     0.8412       0.002207
  93     0.858632     0.8568       0.001832
  94     0.764224     0.7582       0.006024
  96     0.886374     0.8842       0.002174
  97     0.752187     0.7508       0.001387
  98     0.83901      0.8394       0.00039
  100    0.718875     0.7201       0.001225
  102    0.847778     0.8514       0.003622
  103    0.835606     0.8374       0.001794
  104    0.858327     0.8549       0.003427
  109    0.846522     0.853        0.006478
  112    0.861538     0.8567       0.004838
  113    0.847502     0.8455       0.002002
  122    0.847636     0.841        0.006636
  125    0.847486     0.8492       0.001714
  128    0.843191     0.8494       0.006209
  131    0.856737     0.8552       0.001537
  134    0.857562     0.8576       3.8e-5
  136    0.892088     0.895        0.002912
  137    0.853684     0.8531       0.000584
  138    0.848872     0.8487       0.000172
  139    0.842367     0.846        0.003633
  140    0.849505     0.8475       0.002005
  141    0.84159      0.8428       0.00121
  145    0.848129     0.8466       0.001529
  146    0.887984     0.8856       0.002384
  147    0.848818     0.8465       0.002318
  150    0.848697     0.8498       0.001103
  152    0.844004     0.846        0.001996
  156    0.909625     0.9091       0.000525
  157    0.845051     0.8421       0.002951
  158    0.844102     0.8425       0.001602
  159    0.863318     0.8601       0.003218
  162    0.907607     0.9075       0.000107
  163    0.892635     0.892        0.000635
  165    0.84911      0.8488       0.00031
  166    0.892575     0.8888       0.003775
  167    0.846237     0.8476       0.001363
  171    0.863338     0.8609       0.002438
  172    0.887786     0.8854       0.002386
  173    0.91735      0.9163       0.00105
  175    0.887558     0.8849       0.002658
  178    0.887762     0.8896       0.001838
  192    0.862713     0.8631       0.000387
  193    0.713861     0.711        0.002861
  195    0.751055     0.7552       0.004145
  198    0.763458     0.7627       0.000758
  199    0.867723     0.8766       0.008877
  200    0.86402      0.8666       0.00258
  201    0.867311     0.8705       0.003189
  202    0.881616     0.8859       0.004284
  203    0.569855     0.5713       0.001445
  204    0.902204     0.9002       0.002004
  205    0.761649     0.7581       0.003549
  207    0.575134     0.5791       0.003966
  208    0.792623     0.791        0.001623
  209    0.687357     0.6829       0.004457
  210    0.881262     0.8808       0.000462
  211    0.831527     0.8367       0.005173
  212    0.886974     0.8889       0.001926
  214    0.71919      0.7168       0.00239
  215    0.815426     0.8157       0.000274
  216    0.75608      0.7648       0.00872
  217    0.862545     0.8582       0.004345
  219    0.847449     0.8488       0.001351
  220    0.861424     0.8608       0.000624
  226    0.847232     0.8458       0.001432
  227    0.873054     0.8742       0.001146
  228    0.848131     0.845        0.003131
  232    0.844918     0.845        8.2e-5
  234    0.849048     0.8541       0.005052
  236    0.752376     0.7517       0.000676
  240    0.750767     0.7534       0.002633
  241    0.892572     0.8924       0.000172
  243    0.86282      0.8634       0.00058
  244    0.848931     0.8542       0.005269
  246    0.892541     0.8977       0.005159
  247    0.848434     0.8483       0.000134
  250    0.861639     0.8648       0.003161
  251    0.838487     0.837        0.001487
  256    0.88566      0.8872       0.00154
  262    0.887884     0.8873       0.000584
  263    0.849656     0.8483       0.001356
  265    0.849865     0.8563       0.006435
  267    0.755773     0.7478       0.007973
  269    0.835149     0.8357       0.000551
  270    0.736719     0.7361       0.000619
  271    0.837586     0.8342       0.003386
  272    0.892479     0.8928       0.000321
  273    0.8925       0.8927       0.0002
  274    0.778738     0.782        0.003262
  276    0.754579     0.7521       0.002479
  283    0.729012     0.7289       0.000112
  284    0.907295     0.9131       0.005805
  286    0.793643     0.7966       0.002957
  287    0.849854     0.8501       0.000246
  288    0.889098     0.8906       0.001502
  289    0.888695     0.8879       0.000795

========================================================================
Network : pareto-point-2-high-resilience-vtol
========================================================================
IPA done  : 0.068 s  (pre-computed)
Running MC (N=10000)...
MC done   : 1.111 s

Accuracy (all nodes)   — max |Δ| = 0.00855   mean |Δ| = 0.002558
Accuracy (sinks only)  — max |Δ| = 0.00855   mean |Δ| = 0.002751

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  65     0.842288     0.8427       0.000412
  69     0.838966     0.8387       0.000266
  80     0.840131     0.8383       0.001831
  91     0.843407     0.8402       0.003207
  93     0.858632     0.859        0.000368
  96     0.839573     0.843        0.003427
  98     0.83901      0.8355       0.00351
  99     0.831733     0.8252       0.006533
  102    0.847778     0.8482       0.000422
  103    0.835606     0.832        0.003606
  104    0.858327     0.8546       0.003727
  105    0.849583     0.8497       0.000117
  106    0.828173     0.8322       0.004027
  107    0.849304     0.8501       0.000796
  108    0.842776     0.8387       0.004076
  109    0.846522     0.8416       0.004922
  112    0.861538     0.8639       0.002362
  113    0.847502     0.8486       0.001098
  116    0.838782     0.836        0.002782
  119    0.83455      0.8431       0.00855
  122    0.847636     0.8469       0.000736
  123    0.847258     0.851        0.003742
  125    0.847486     0.8506       0.003114
  127    0.84678      0.8499       0.00312
  128    0.718321     0.7127       0.005621
  129    0.814045     0.8146       0.000555
  131    0.729861     0.7237       0.006161
  132    0.788606     0.7847       0.003906
  134    0.888548     0.8871       0.001448
  136    0.876926     0.8796       0.002674
  137    0.879366     0.8753       0.004066
  138    0.627445     0.626        0.001445
  139    0.622637     0.6236       0.000963
  140    0.627913     0.6286       0.000687
  141    0.622063     0.6155       0.006563
  145    0.888598     0.8876       0.000998
  146    0.88305      0.8807       0.00235
  147    0.89389      0.8867       0.00719
  150    0.885658     0.8865       0.000842
  152    0.798099     0.7985       0.000401
  153    0.818803     0.8138       0.005003
  154    0.88401      0.8805       0.00351
  155    0.8058       0.8014       0.0044
  156    0.897991     0.8939       0.004091
  157    0.888762     0.8903       0.001538
  158    0.801896     0.8054       0.003504
  159    0.820146     0.8152       0.004946
  160    0.885101     0.8852       9.9e-5
  162    0.908844     0.9131       0.004256
  163    0.893859     0.8955       0.001641
  164    0.805596     0.7993       0.006296
  165    0.88566      0.8864       0.00074
  166    0.893902     0.8973       0.003398
  167    0.888515     0.8932       0.004685
  168    0.805219     0.808        0.002781
  170    0.805533     0.8095       0.003967
  171    0.908825     0.9065       0.002325
  172    0.801407     0.8017       0.000293
  173    0.877014     0.8738       0.003214
  174    0.862225     0.8598       0.002425
  175    0.848725     0.8459       0.002825
  177    0.831033     0.8302       0.000833
  178    0.849677     0.8483       0.001377
  190    0.86227      0.8639       0.00163
  191    0.834151     0.8378       0.003649
  192    0.862713     0.8677       0.004987
  196    0.809612     0.8057       0.003912
  200    0.874544     0.868        0.006544
  201    0.680654     0.6854       0.004746
  202    0.88735      0.888        0.00065
  203    0.903839     0.9037       0.000139
  204    0.895764     0.894        0.001764
  205    0.834295     0.8404       0.006105
  206    0.817376     0.8171       0.000276
  207    0.887525     0.8845       0.003025
  208    0.829859     0.8302       0.000341
  209    0.88573      0.8851       0.00063
  210    0.877874     0.8753       0.002574
  211    0.893225     0.8903       0.002925
  212    0.880522     0.8816       0.001078
  215    0.893155     0.8929       0.000255
  217    0.815632     0.8128       0.002832
  219    0.863847     0.8583       0.005547
  220    0.900021     0.9021       0.002079
  221    0.816057     0.8145       0.001557
  225    0.814351     0.8188       0.004449
  226    0.885183     0.8836       0.001583
  227    0.914601     0.9173       0.002699
  228    0.885257     0.8827       0.002557
  231    0.885197     0.8867       0.001503
  232    0.884884     0.8798       0.005084
  234    0.806596     0.8067       0.000104
  236    0.80475      0.8026       0.00215
  240    0.892816     0.8967       0.003884
  241    0.884686     0.8822       0.002486
  242    0.89368      0.8907       0.00298
  243    0.899378     0.8961       0.003278
  244    0.792017     0.7932       0.001183
  246    0.88462      0.8816       0.00302
  247    0.893686     0.8975       0.003814
  250    0.899376     0.8993       7.6e-5
  251    0.864384     0.8645       0.000116
  255    0.888715     0.8922       0.003485
  256    0.874483     0.8756       0.001117
  257    0.628289     0.6248       0.003489
  258    0.865919     0.8593       0.006619
  261    0.77171      0.7657       0.00601
  262    0.863657     0.8632       0.000457
  263    0.772425     0.7669       0.005525
  265    0.772615     0.7734       0.000785
  266    0.771456     0.7718       0.000344
  267    0.86366      0.8633       0.00036
  269    0.875047     0.8742       0.000847
  270    0.879908     0.879        0.000908
  271    0.77778      0.7744       0.00338
  272    0.883003     0.8843       0.001297
  273    0.883021     0.8833       0.000279
  274    0.748411     0.7459       0.002511
  275    0.715495     0.7094       0.006095
  276    0.725194     0.7203       0.004894
  277    0.715719     0.7155       0.000219
  280    0.724043     0.7284       0.004357
  281    0.893063     0.8926       0.000463
  282    0.775351     0.7737       0.001651
  283    0.728542     0.7245       0.004042
  284    0.907576     0.9065       0.001076
  285    0.771727     0.7668       0.004927
  286    0.814564     0.8105       0.004064
  287    0.772605     0.7708       0.001805
  288    0.849649     0.8463       0.003349
  289    0.882159     0.8892       0.007041

========================================================================
Network : pareto-point-3-medium-resilience-sparse
========================================================================
IPA done  : 10.167 s  (pre-computed)
Running MC (N=10000)...
MC done   : 1.134 s

Accuracy (all nodes)   — max |Δ| = 0.00835   mean |Δ| = 0.002219
Accuracy (sinks only)  — max |Δ| = 0.00835   mean |Δ| = 0.003084

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  90     0.731374     0.7392       0.007826
  91     0.843407     0.8509       0.007493
  93     0.858632     0.8577       0.000932
  96     0.709736     0.7138       0.004064
  97     0.706418     0.7042       0.002218
  102    0.847778     0.8476       0.000178
  109    0.846522     0.8431       0.003422
  113    0.847502     0.8427       0.004802
  122    0.847636     0.8473       0.000336
  128    0.843191     0.8413       0.001891
  134    0.857562     0.853        0.004562
  136    0.849521     0.842        0.007521
  137    0.853684     0.8531       0.000584
  138    0.848872     0.8439       0.004972
  140    0.849505     0.8513       0.001795
  145    0.848129     0.8426       0.005529
  146    0.767405     0.7643       0.003105
  156    0.861051     0.8582       0.002851
  159    0.863318     0.8604       0.002918
  162    0.907607     0.9076       7.0e-6
  163    0.892635     0.8893       0.003335
  165    0.84911      0.8447       0.00441
  167    0.846237     0.849        0.002763
  172    0.76675      0.7584       0.00835
  173    0.777478     0.78         0.002522
  175    0.848725     0.8479       0.000825
  178    0.887759     0.8877       5.9e-5
  195    0.751039     0.7527       0.001661
  198    0.763445     0.7628       0.000645
  199    0.867708     0.8732       0.005492
  200    0.720146     0.7258       0.005654
  201    0.86738      0.8659       0.00148
  202    0.767298     0.7728       0.005502
  204    0.902203     0.8993       0.002903
  205    0.761639     0.7666       0.004961
  212    0.846712     0.8448       0.001912
  214    0.719178     0.7196       0.000422
  216    0.756068     0.7506       0.005468
  217    0.862545     0.8637       0.001155
  219    0.847449     0.8512       0.003751
  226    0.847232     0.8484       0.001168
  228    0.848131     0.8547       0.006569
  234    0.849048     0.8459       0.003148
  236    0.752376     0.7522       0.000176
  240    0.750767     0.7555       0.004733
  241    0.849354     0.8475       0.001854
  243    0.86282      0.8661       0.00328
  244    0.848931     0.851        0.002069
  246    0.847583     0.8467       0.000883
  265    0.849865     0.8535       0.003635
  267    0.75521      0.7539       0.00131
  272    0.892479     0.8902       0.002279
  273    0.848047     0.8458       0.002247
  284    0.862846     0.8641       0.001254
  286    0.793052     0.7969       0.003848
  287    0.849854     0.8567       0.006846
  288    0.889097     0.8908       0.001703
  289    0.868328     0.8699       0.001572

========================================================================
Network : pareto-point-4-low-resilience-minimal
========================================================================
IPA done  : 0.0 s  (pre-computed)
Running MC (N=10000)...
MC done   : 0.245 s

Accuracy (all nodes)   — max |Δ| = 0.010111   mean |Δ| = 0.002954
Accuracy (sinks only)  — max |Δ| = 0.010111   mean |Δ| = 0.00393

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  91     0.843407     0.8425       0.000907
  93     0.858632     0.8564       0.002232
  102    0.847778     0.8492       0.001422
  109    0.846522     0.8505       0.003978
  113    0.847502     0.8466       0.000902
  122    0.847636     0.8515       0.003864
  128    0.843191     0.8453       0.002109
  134    0.857562     0.8643       0.006738
  138    0.848872     0.8442       0.004672
  140    0.849505     0.8427       0.006805
  162    0.862551     0.8636       0.001049
  163    0.848132     0.8412       0.006932
  175    0.848725     0.8408       0.007925
  178    0.849677     0.8493       0.000377
  204    0.862668     0.8622       0.000468
  212    0.846712     0.8487       0.001988
  217    0.764346     0.7553       0.009046
  219    0.750969     0.7501       0.000869
  226    0.671012     0.6618       0.009212
  228    0.671724     0.6695       0.002224
  244    0.750789     0.7609       0.010111
  246    0.749598     0.7567       0.007102
  272    0.739285     0.7396       0.000315
  273    0.740476     0.7374       0.003076

========================================================================
Network : pareto-point-5-medium-resilience-fw
========================================================================
IPA done  : 9.446 s  (pre-computed)
Running MC (N=10000)...
MC done   : 0.943 s

Accuracy (all nodes)   — max |Δ| = 0.011122   mean |Δ| = 0.002119
Accuracy (sinks only)  — max |Δ| = 0.011122   mean |Δ| = 0.002907

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  90     0.731374     0.731        0.000374
  93     0.858632     0.8597       0.001068
  94     0.717722     0.7231       0.005378
  96     0.709736     0.7127       0.002964
  97     0.706418     0.7054       0.001018
  100    0.718863     0.7152       0.003663
  102    0.847778     0.8419       0.005878
  122    0.847636     0.846        0.001636
  134    0.857562     0.8552       0.002362
  136    0.849521     0.8443       0.005221
  140    0.849505     0.8508       0.001295
  145    0.848129     0.8481       2.9e-5
  146    0.767405     0.7667       0.000705
  156    0.77827      0.7862       0.00793
  162    0.907607     0.9069       0.000707
  165    0.84911      0.8524       0.00329
  172    0.76675      0.7696       0.00285
  173    0.777478     0.7748       0.002678
  175    0.751006     0.7518       0.000794
  178    0.887759     0.889        0.001241
  193    0.713845     0.7126       0.001245
  195    0.751039     0.7474       0.003639
  198    0.763445     0.7681       0.004655
  199    0.867708     0.8657       0.002008
  200    0.864101     0.8654       0.001299
  201    0.86738      0.8631       0.00428
  202    0.881687     0.8782       0.003487
  204    0.902203     0.8963       0.005903
  205    0.761639     0.759        0.002639
  208    0.74871      0.7497       0.00099
  212    0.746229     0.7455       0.000729
  214    0.719178     0.7303       0.011122
  216    0.756068     0.7519       0.004168
  217    0.862545     0.8644       0.001855
  228    0.848131     0.8525       0.004369
  234    0.849048     0.8432       0.005848
  236    0.752376     0.7535       0.001124
  240    0.750767     0.7539       0.003133
  241    0.849354     0.8479       0.001454
  244    0.848931     0.8511       0.002169
  256    0.750474     0.7518       0.001326
  262    0.755056     0.7499       0.005156
  265    0.849865     0.8486       0.001265
  267    0.75521      0.7551       0.00011
  273    0.848047     0.8452       0.002847
  284    0.862846     0.8634       0.000554
  286    0.793052     0.7866       0.006452
  288    0.889097     0.8846       0.004497
  289    0.868328     0.8653       0.003028

========================================================================
Network : pareto-point-6-balanced
========================================================================
IPA done  : 0.807 s  (pre-computed)
Running MC (N=10000)...
MC done   : 1.082 s

Accuracy (all nodes)   — max |Δ| = 0.009539   mean |Δ| = 0.002523
Accuracy (sinks only)  — max |Δ| = 0.009539   mean |Δ| = 0.002835

Sink nodes — IPA vs MC:
  Node   IPA          MC           |Δ|       
  --------------------------------------------
  81     0.89         0.8908       0.0008
  82     0.89         0.8848       0.0052
  91     0.843407     0.8446       0.001193
  93     0.858632     0.8549       0.003732
  96     0.839573     0.843        0.003427
  102    0.847778     0.8446       0.003178
  104    0.858327     0.8591       0.000773
  109    0.846522     0.8438       0.002722
  113    0.847502     0.85         0.002498
  122    0.847636     0.8496       0.001964
  125    0.847486     0.8461       0.001386
  128    0.718321     0.7212       0.002879
  131    0.729861     0.7394       0.009539
  134    0.730564     0.7367       0.006136
  136    0.806794     0.8101       0.003306
  137    0.810747     0.813        0.002253
  138    0.627445     0.6295       0.002055
  139    0.622637     0.6194       0.003237
  140    0.627913     0.633        0.005087
  145    0.804701     0.8034       0.001301
  146    0.802477     0.8055       0.003023
  147    0.806372     0.8084       0.002028
  156    0.816962     0.8116       0.005362
  157    0.802798     0.7969       0.005898
  159    0.820146     0.8184       0.001746
  162    0.899107     0.8997       0.000593
  163    0.884265     0.8883       0.004035
  165    0.806649     0.8033       0.003349
  166    0.785391     0.7833       0.002091
  167    0.803925     0.7982       0.005725
  171    0.820167     0.8198       0.000367
  173    0.877014     0.874        0.003014
  175    0.848725     0.8466       0.002125
  178    0.849677     0.8501       0.000423
  204    0.862668     0.8643       0.001632
  210    0.835908     0.8388       0.002892
  212    0.846712     0.8465       0.000212
  217    0.815632     0.8151       0.000532
  219    0.801357     0.8          0.001357
  220    0.818353     0.8145       0.003853
  226    0.80487      0.8013       0.00357
  227    0.825569     0.822        0.003569
  228    0.805724     0.8045       0.001224
  234    0.806596     0.8089       0.002304
  241    0.8067       0.805        0.0017
  243    0.81949      0.8214       0.00191
  244    0.792017     0.7914       0.000617
  246    0.88462      0.8858       0.00118
  250    0.803873     0.8007       0.003173
  251    0.796315     0.7929       0.003415
  263    0.772425     0.7722       0.000225
  265    0.772615     0.7648       0.007815
  270    0.736244     0.7344       0.001844
  272    0.883003     0.8894       0.006397
  273    0.883021     0.8852       0.002179
  281    0.728113     0.7224       0.005713
  283    0.728542     0.7237       0.004842
  284    0.897554     0.8967       0.000854
  287    0.772605     0.7744       0.001795


====================================================================================================
IPA vs MC VALIDATION SUMMARY  (MC N=10000)
====================================================================================================

Network                                |    V |   Sk |   IPA(s) |    MC(s) |  MaxΔ(all) | MeanΔ(all) | MaxΔ(sink) | MeanΔ(sink)
----------------------------------------------------------------------------------------------------
